"Report_ID","Date","Status","Location","Incident_Category","Incident_Type","Description","Report","Report_Time","Length"
1701378,"4/23/17","Cleared Arrest","Alpha Delta Pi","ASSAULT","ASSAULT                                    Assault-Knife or Cutting Instrument","A suspect was arrested for threatening a security guard with a knife outside the location."," 4/23/17 - 11:02 pm                     Location: ALPHA DELTA PI                                           Report #: 1701378
Occurred: 4/23/17 - 11:02 pm      to 4/24/17 - 1:05 am                                   Disposition: Cleared Arrest
Incident: ASSAULT                                    Assault-Knife or Cutting Instrument
Summary: A suspect was arrested for threatening a security guard with a knife outside the location.
","4/23/17 - 11:02 pm","4/23/17 - 11:02 pm      to 4/24/17 - 1:05 am"
1701379,"4/23/17","Cleared Arrest","Figueroa Street Structure","TRESPASS","TRESPASS                                 Trespassing","A suspect who had been previously served with a University ""stay away"" letter was arrested for trespassing at the location."," 4/23/17 - 9:29 pm                    Location: FIGUEROA STREET STRUCTURE                                     Report #: 1701379
Occurred: 4/23/17 - 9:29 pm       to 4/24/17 - 1:07 am                                  Disposition: Cleared Arrest
Incident: TRESPASS                                 Trespassing
Summary: A suspect who had been previously served with a University ""stay away"" letter was arrested for trespassing at the location.","4/23/17 - 9:29 pm","4/23/17 - 9:29 pm       to 4/24/17 - 1:07 am"
1701380,"4/23/17","CLOSED","General William Lyon University Center","SERVICE","SERVICE                                  Injury Response","Two students were treated and released to seek additional medical treatment on their own after they collided with each other"," 4/23/17 - 10:41 pm                   Location: GENERAL WILLIAM LYON UNIVERSITY CENTER                        Report #: 1701380
Occurred: 4/23/17 - 10:41 pm      to 4/23/17 - 11:22 pm                                 Disposition: CLOSED
Incident: SERVICE                                  Injury Response
Summary: Two students were treated and released to seek additional medical treatment on their own after they collided with each other
          and sustained cuts above their eyes.
          cc: Student Affairs, Risk Management","4/23/17 - 10:41 pm","4/23/17 - 10:41 pm      to 4/23/17 - 11:22 pm"
1701381,"4/24/17","Inactive Investigation","Exposition Bl & Vermont Av","ASSAULT","ASSAULT                                  Assault-Other Dangerous Weapon","A suspect in a vehicle shot a non-USC male in the face with a BB gun while he was walking near the location. The male ran"," 4/24/17 - 8:22 am                    Location: EXPOSITION BL & VERMONT AV                                    Report #: 1701381
Occurred: 4/24/17 - 8:22 am       to 4/24/17 - 9:16 am                                  Disposition: Inactive Investigation
Incident: ASSAULT                                  Assault-Other Dangerous Weapon
Summary: A suspect in a vehicle shot a non-USC male in the face with a BB gun while he was walking near the location. The male ran
          onto campus for help and was subsequently transported to a local hospital for medical treatment.","4/24/17 - 8:22 am","4/24/17 - 8:22 am       to 4/24/17 - 9:16 am"
1701382,"4/24/17","Inactive Investigation","Keck Hospital Of Usc","SERVICE","SERVICE                                  Suspicious Circumstances","A staff member reported that she observed an unidentified female temp employee removing property from an ICU on the fifth"," 4/24/17 - 11:17 am                   Location: KECK HOSPITAL OF USC                                          Report #: 1701382
Occurred: 4/24/17 - 11:00 am      to 4/24/17 - 11:15 am                                 Disposition: Inactive Investigation
Incident: SERVICE                                  Suspicious Circumstances
Summary: A staff member reported that she observed an unidentified female temp employee removing property from an ICU on the fifth
          floor of the location.
          cc: HR","4/24/17 - 11:17 am","4/24/17 - 11:00 am      to 4/24/17 - 11:15 am"
NA,"4/24/17","CLOSED","Kenneth Norris Jr. Cancer Hospital","SERVICE","SERVICE                                  Injury Response","A staff member complained of pain to her knees after she slipped and fell on a wet floor inside the location. The staff member"," 4/24/17 - 12:19 pm                   Location: KENNETH NORRIS JR. CANCER HOSPITAL                            Report #: 1701383
                                                           RESEARCH INSTIT
Occurred: 4/24/17 - 12:00 pm      to 4/24/17 - 12:19 pm                                 Disposition: CLOSED
Incident: SERVICE                                  Injury Response
Summary: A staff member complained of pain to her knees after she slipped and fell on a wet floor inside the location. The staff member
          did not desire medical treatment.
          cc: Risk Management, Safety","4/24/17 - 12:19 pm","4/24/17 - 12:00 pm      to 4/24/17 - 12:19 pm"
1701384,"4/24/17","Inactive Investigation","2643 Monmouth Av","THEFT PETTY","THEFT-PETTY                              Theft Bicycle","A suspect removed a bicycle."," 4/24/17 - 12:55 pm                   Location: 2643 MONMOUTH AV                                              Report #: 1701384
Occurred: 4/23/17 - 11:00 am      to 4/24/17 - 8:00 am                                  Disposition: Inactive Investigation
Incident: THEFT-PETTY                              Theft Bicycle
Summary: A suspect removed a bicycle.","4/24/17 - 12:55 pm","4/23/17 - 11:00 am      to 4/24/17 - 8:00 am"
1701385,"4/24/17","Inactive Investigation","Olin Hall Of Engineering","THEFT PETTY","THEFT-PETTY                              Theft Bicycle","A suspect removed a bicycle."," 4/24/17 - 2:17 pm                    Location: OLIN HALL OF ENGINEERING                                      Report #: 1701385
Occurred: 4/20/17 - 1:00 pm       to 4/20/17 - 9:00 pm                                  Disposition: Inactive Investigation
Incident: THEFT-PETTY                              Theft Bicycle
Summary: A suspect removed a bicycle.
","4/24/17 - 2:17 pm","4/20/17 - 1:00 pm       to 4/20/17 - 9:00 pm"
1701386,"4/24/17","CLOSED","Usc Credit Union Building","VANDALISM","VANDALISM                                 Vandalism-Misdemeanor","A suspect used an unknown object to scratch the paint on the passenger side of a non-USC female's vehicle."," 4/24/17 - 1:39 pm                   Location: USC CREDIT UNION BUILDING                                        Report #: 1701386
Occurred: 4/24/17 - 1:20 pm      to 4/24/17 - 1:20 pm                                      Disposition: CLOSED
Incident: VANDALISM                                 Vandalism-Misdemeanor
Summary: A suspect used an unknown object to scratch the paint on the passenger side of a non-USC female's vehicle.","4/24/17 - 1:39 pm","4/24/17 - 1:20 pm      to 4/24/17 - 1:20 pm"
NA,"4/24/17","CLOSED","Roger And Michele Dedeaux Engemann","SERVICE","SERVICE                                   Commitment To Mental Health For 72 Hrs","A student was transported to a local hospital for psychiatric evaluation."," 4/24/17 - 11:19 am                  Location: ROGER AND MICHELE DEDEAUX ENGEMANN                               Report #: 1701387
                                                             STUDENT HEALTH CENTER
Occurred: 4/24/17 - 11:19 am     to 4/24/17 - 2:40 pm                                      Disposition: CLOSED
Incident: SERVICE                                   Commitment To Mental Health For 72 Hrs
Summary: A student was transported to a local hospital for psychiatric evaluation.
          cc: Student Affairs","4/24/17 - 11:19 am","4/24/17 - 11:19 am     to 4/24/17 - 2:40 pm"
1701388,"4/24/17","Inactive Investigation","Norris Topping Towers","THEFT PETTY","THEFT-PETTY                               Theft Petty-Plain","A suspect removed a computer monitor."," 4/24/17 - 1:03 pm                   Location: NORRIS TOPPING TOWERS                                            Report #: 1701388
Occurred: 4/14/17 - 5:00 pm      to 4/24/17 - 9:00 am                                      Disposition: Inactive Investigation
Incident: THEFT-PETTY                               Theft Petty-Plain
Summary: A suspect removed a computer monitor.","4/24/17 - 1:03 pm","4/14/17 - 5:00 pm      to 4/24/17 - 9:00 am"
1701389,"4/24/17","Cleared Arrest","Biegler Hall Of Engineering","THEFT MOTOR VEHICLE","THEFT-MOTOR VEHICLE                       Theft from Motor Vehicle","A suspect was arrested for removing a registration tag from a student's motorcycle."," 4/24/17 - 11:03 am                  Location: BIEGLER HALL OF ENGINEERING                                      Report #: 1701389
Occurred: 4/24/17 - 11:00 am     to 4/24/17 - 11:03 am                                     Disposition: Cleared Arrest
Incident: THEFT-MOTOR VEHICLE                       Theft from Motor Vehicle
Summary: A suspect was arrested for removing a registration tag from a student's motorcycle.","4/24/17 - 11:03 am","4/24/17 - 11:00 am     to 4/24/17 - 11:03 am"
1701390,"4/24/17","CLOSED","34Th St & Figueroa St","TRAFFIC","TRAFFIC                                   Traffic Collision Without Injuries","A staff member drove a University tram into a vehicle driven by a non-USC male, causing moderate damage."," 4/24/17 - 4:12 pm                   Location: 34TH ST & FIGUEROA ST                                            Report #: 1701390
Occurred: 4/24/17 - 4:12 pm      to 4/24/17 - 4:47 pm                                      Disposition: CLOSED
Incident: TRAFFIC                                   Traffic Collision Without Injuries
Summary: A staff member drove a University tram into a vehicle driven by a non-USC male, causing moderate damage.
          cc: Risk Management, Transportation Services","4/24/17 - 4:12 pm","4/24/17 - 4:12 pm      to 4/24/17 - 4:47 pm"
1701391,"4/24/17","Inactive Investigation","Chateau Row Apts.","FRAUD","FRAUD                                     Fraud-General","A student reported that she received a check from her employer of one week and after depositing it in her bank account she was"," 4/24/17 - 4:45 pm                   Location: CHATEAU ROW APTS.                                                Report #: 1701391
Occurred: 4/24/17 - 4:45 pm      to 4/24/17 - 5:36 pm                                      Disposition: Inactive Investigation
Incident: FRAUD                                     Fraud-General
Summary: A student reported that she received a check from her employer of one week and after depositing it in her bank account she was
          instructed to withdraw the funds and deposit them in her employer's account. The student complied and subsequently learned
          that the check was fraudulent.
          cc: Student Affairs","4/24/17 - 4:45 pm","4/24/17 - 4:45 pm      to 4/24/17 - 5:36 pm"
